
<html>
 <head>
  <title>California Weather Data: Comma-delimited data file--UC IPM</title>
 </head>
 <body>
 <pre>
"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve <a href=#COLHDR>data in comma delimited data file format</a>"
" "
"Weather database request:  "
" "
"Time Period: March 1, 1998 to August 16, 2020, retrieved on August 17, 2020"
" (8205 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 96% of requested data were available from station SJ_VALLEY.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation         7504          610            5           86            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Air Temps, max/min    7890          216           23           76            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Soil Temps, max/min   7897            0            0            0          308        "
"                     SJ_VALLEY.A  none         none         none         "
"Rel. Humidity         7841            0            0            0          364        "
"                     SJ_VALLEY.A  none         none         none         "
"ETo                   7969            0            0            0          236        "
"                     SJ_VALLEY.A  none         none         none         "
"Solar Radiation       7888          218            0           99            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   none         SANJOSE.A    "
"Wind Speed & Dir      7943            0            0            0          262        "
"                     SJ_VALLEY.A  none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
<a name=COLHDR>" "</a>
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
SJ_VALLEY.A,19980917,2359,0.00,,77,48,,,NE,4,,,68,54,,522,0.16,100.0,54.0,
SJ_VALLEY.A,19980918,2359,0.00,,78,48,,,NE,4,,,68,56,,524,0.16,100.0,44.8,
SJ_VALLEY.A,19980919,2359,0.00,,82,48,,,NE,4,,,68,52,,520,0.17,99.7,37.2,
SJ_VALLEY.A,19980920,2359,0.00,,75,49,,,NE,7,,,66,54,,483,0.15,100.0,57.2,
SJ_VALLEY.A,19980921,2359,0.00,,66,56,,,E,6,,,65,60,,343,0.11,84.5,69.8,
SJ_VALLEY.A,19980922,2359,0.00,,72,55,,,NE,5,,,67,60,,430,0.14,92.1,51.5,
SJ_VALLEY.A,19980923,2359,0.00,,70,51,,,NE,5,,,65,56,,342,0.11,96.9,55.9,
SJ_VALLEY.A,19980924,2359,0.00,,69,51,,,NE,6,,,66,57,,455,0.14,100.0,60.1,
SJ_VALLEY.A,19980925,2359,0.00,,65,53,,,E,6,,,63,59,,171,0.04,95.9,70.4,
SJ_VALLEY.A,19980926,2359,0.06,,64,48,,,E,8,,,62,54,,223,0.06,97.1,71.5,
SJ_VALLEY.A,19980927,2359,0.00,,69,46,,,NE,5,,,64,51,,438,0.12,100.0,58.7,
SJ_VALLEY.A,19980928,2359,0.00,,70,51,,,NE,5,,,65,56,,336,0.10,94.4,62.8,
SJ_VALLEY.A,19980929,2359,0.00,,64,48,,,NE,6,,,64,54,,281,0.07,99.4,80.6,
SJ_VALLEY.A,19980930,2359,0.00,,69,54,,,NE,5,,,65,59,,352,0.10,98.1,71.9,
SJ_VALLEY.A,19981001,2359,0.00,,63,56,,,E,6,,,62,60,,160,0.03,93.9,81.0,
SJ_VALLEY.A,19981002,2359,0.00,,69,47,,,,,,,,,,270,,,,
SJ_VALLEY.A,19981003,2359,0.00,,69,44,,,,,,,,,,450,,,,
SJ_VALLEY.A,19981004,2359,0.00,,76,43,,,,,,,,,,460,,,,
SJ_VALLEY.A,19981005,2359,0.00,,83,44,,,,,,,,,,463,,,,
SJ_VALLEY.A,19981006,2359,0.00,,87,47,,,,,,,,,,424,,,,
SJ_VALLEY.A,19981007,2359,0.00,,78,45,,,,,,,,,,459,0.16,,,
SJ_VALLEY.A,19981008,2359,0.00,,72,50,,,NE,5,,,66,55,,437,0.13,97.1,58.2,
SJ_VALLEY.A,19981009,2359,0.00,,70,41,,,NE,4,,,62,51,,429,0.13,100.0,49.5,
SJ_VALLEY.A,19981010,2359,0.00,,75,41,,,NE,4,,,62,49,,436,0.13,98.5,36.5,
SJ_VALLEY.A,19981011,2359,0.00,,76,39,,,NE,4,,,63,47,,433,0.13,97.1,34.0,
SJ_VALLEY.A,19981012,2359,0.00,,72,46,,,NE,4,,,62,52,,268,0.09,95.1,46.7,
SJ_VALLEY.A,19981013,2359,0.00,,74,44,,,NE,4,,,65,51,,409,0.12,98.9,56.4,
SJ_VALLEY.A,19981014,2359,0.00,,69,43,,,NE,4,,,63,49,,378,0.11,100.0,58.0,
SJ_VALLEY.A,19981015,2359,0.00,,70,41,,,NE,4,,,62,48,,410,0.12,100.0,48.6,
SJ_VALLEY.A,19981016,2359,0.00,,73,38,,,NE,4,,,60,46,,410,0.14,98.4,24.3,
SJ_VALLEY.A,19981017,2359,0.00,,78,36,,,NE,3,,,59,44,,409,0.13,84.2,20.6,
SJ_VALLEY.A,19981018,2359,0.00,,79,40,,,NE,3,,,60,45,,397,0.12,95.9,21.4,
SJ_VALLEY.A,19981019,2359,0.00,,84,39,,,NE,3,,,61,46,,393,0.13,97.7,21.2,
SJ_VALLEY.A,19981020,2359,0.00,,88,42,,,NE,3,,,62,48,,389,0.13,81.0,19.3,
SJ_VALLEY.A,19981021,2359,0.00,,85,43,,,NE,4,,,62,49,,379,0.13,96.9,22.8,
SJ_VALLEY.A,19981022,2359,0.00,,69,44,,,NE,5,,,64,50,,343,0.09,100.0,60.0,
SJ_VALLEY.A,19981023,2359,0.00,,74,39,,,NE,4,,,63,48,,337,0.09,100.0,47.3,
SJ_VALLEY.A,19981024,2359,0.54,,58,47,,,NE,3,,,57,51,,71,0.00,100.0,94.3,
SJ_VALLEY.A,19981025,2359,0.00,,66,43,,,NE,4,,,59,50,,298,0.08,100.0,61.9,
SJ_VALLEY.A,19981026,2359,0.00,,74,42,,,NE,3,,,59,48,,361,0.09,100.0,43.7,
SJ_VALLEY.A,19981027,2359,0.00,,64,50,,,NE,5,,,59,54,,228,0.05,100.0,70.2,
SJ_VALLEY.A,19981028,2359,0.00,,60,54,,,NE,3,,,58,56,,77,0.01,95.1,78.8,
SJ_VALLEY.A,19981029,2359,0.00,,63,43,,,NE,4,,,59,50,,314,0.08,100.0,67.7,
SJ_VALLEY.A,19981030,2359,0.00,,67,38,,,NE,3,,,58,47,,324,0.08,100.0,46.5,
SJ_VALLEY.A,19981031,2359,0.00,,75,36,,,NE,3,,,57,45,,339,0.09,100.0,36.1,
SJ_VALLEY.A,19981101,2359,0.02,,66,45,,,NE,4,,,58,51,,220,0.05,95.9,62.2,
SJ_VALLEY.A,19981102,2359,0.01,,67,39,,,NE,4,,,57,48,,329,0.08,100.0,47.1,
SJ_VALLEY.A,19981103,2359,0.03,,71,38,,,NE,4,,,57,47,,313,0.08,100.0,41.8,
SJ_VALLEY.A,19981104,2359,0.00,,65,49,,,NE,3,,,60,54,,283,0.07,97.0,68.7,
SJ_VALLEY.A,19981105,2359,0.00,,66,42,,,NE,4,,,58,50,,232,0.06,97.1,47.8,
SJ_VALLEY.A,19981106,2359,0.03,,61,36,,,NE,4,,,56,46,,223,0.05,99.6,64.7,
SJ_VALLEY.A,19981107,2359,0.08,,63,49,,,NE,5,,,57,53,,122,0.02,98.7,82.0,
SJ_VALLEY.A,19981108,2359,0.03,,58,43,,,NE,3,,,56,50,,160,0.03,100.0,71.0,
SJ_VALLEY.A,19981109,2359,0.00,,63,41,,,NE,3,,,56,49,,306,0.07,100.0,45.7,
SJ_VALLEY.A,19981110,2359,0.19,,53,41,,,NE,3,,,53,49,,63,0.00,99.7,83.3,
SJ_VALLEY.A,19981111,2359,0.03,,59,42,,,NE,3,,,55,49,,173,0.03,100.0,73.2,
SJ_VALLEY.A,19981112,2359,0.00,,66,34,,,NE,3,,,54,45,,302,0.06,100.0,54.9,
SJ_VALLEY.A,19981113,2359,0.00,,67,36,,,S,3,,,55,45,,268,0.05,100.0,49.8,
SJ_VALLEY.A,19981114,2359,0.00,,65,35,,,N,4,,,55,45,,299,0.07,100.0,59.2,
SJ_VALLEY.A,19981115,2359,0.00,,71,37,,,SE,2,,,56,46,,288,0.06,100.0,49.1,
SJ_VALLEY.A,19981116,2359,0.01,,66,52,,,NE,5,,,58,53,,186,0.04,99.2,69.2,
SJ_VALLEY.A,19981117,2359,0.10,,63,46,,,N,6,,,57,51,,236,0.05,98.9,61.6,
SJ_VALLEY.A,19981118,2359,0.00,,63,44,,,NE,3,,,56,49,,258,0.05,96.9,59.4,
SJ_VALLEY.A,19981119,2359,0.00,,67,38,,,NE,3,,,54,45,,290,0.06,99.7,39.6,
SJ_VALLEY.A,19981120,2359,0.00,,67,34,,,NE,3,,,53,42,,287,0.06,100.0,36.2,
SJ_VALLEY.A,19981121,2359,0.00,,67,37,,,NE,4,,,55,43,,274,0.06,97.8,54.6,
SJ_VALLEY.A,19981122,2359,0.07,,69,51,,,NE,3,,,57,52,,237,0.06,100.0,58.5,
SJ_VALLEY.A,19981123,2359,0.31,,70,48,,,NE,5,,,58,50,,211,0.06,99.8,52.7,
SJ_VALLEY.A,19981124,2359,0.00,,65,44,,,NE,3,,,56,50,,258,0.05,98.9,50.6,
SJ_VALLEY.A,19981125,2359,0.00,,66,36,,,NE,3,,,55,45,,275,0.05,100.0,51.7,
SJ_VALLEY.A,19981126,2359,0.03,,69,35,,,NE,3,,,54,46,,267,0.05,100.0,57.8,
SJ_VALLEY.A,19981127,2359,0.59,,56,49,,,NE,2,,,54,53,,32,,100.0,81.6,
SJ_VALLEY.A,19981128,2359,0.28,,58,47,,,NE,4,,,55,52,,143,0.03,98.9,71.7,
SJ_VALLEY.A,19981129,2359,0.00,,58,44,,,N,3,,,55,51,,114,0.01,99.3,86.9,
SJ_VALLEY.A,19981130,2359,0.54,,68,47,,,NE,6,,,55,52,,127,0.03,100.0,62.6,
SJ_VALLEY.A,19981201,2359,0.02,,59,40,,,NE,4,,,55,50,,248,0.05,99.5,67.3,
SJ_VALLEY.A,19981202,2359,0.00,,62,39,,,NE,3,,,55,48,,188,0.03,100.0,76.0,
SJ_VALLEY.A,19981203,2359,0.15,,56,38,,,NE,5,,,55,48,,92,0.02,100.0,72.2,
SJ_VALLEY.A,19981204,2359,0.00,,50,31,,,NE,3,,,49,45,,158,0.03,100.0,68.5,
SJ_VALLEY.A,19981205,2359,0.11,,54,31,,,NE,4,,,49,43,,217,0.04,97.7,44.5,
SJ_VALLEY.A,19981206,2359,0.19,,54,34,,,NE,4,,,49,44,,260,0.06,91.3,49.0,
SJ_VALLEY.A,19981207,2359,0.00,,56,28,,,E,2,,,48,41,,231,0.04,100.0,43.0,
SJ_VALLEY.A,19981208,2359,0.06,,51,37,,,NE,3,,,50,45,,91,0.01,97.3,84.7,
SJ_VALLEY.A,19981209,2359,0.00,,56,33,,,E,4,,,48,44,,257,0.06,96.7,45.3,
SJ_VALLEY.A,19981210,2359,0.00,,59,30,,,NE,3,,,48,42,,227,0.04,97.3,46.5,
SJ_VALLEY.A,19981211,2359,0.00,,63,32,,,NE,3,,,49,43,,211,0.04,98.4,43.1,
SJ_VALLEY.A,19981212,2359,0.00,,67,34,,,NE,3,,,50,44,,218,0.04,99.0,45.5,
SJ_VALLEY.A,19981213,2359,0.14,,64,35,,,NE,7,,,51,45,,192,0.05,98.6,66.4,
SJ_VALLEY.A,19981214,2359,0.00,,57,40,,,NE,4,,,50,47,,193,0.04,98.1,62.7,
SJ_VALLEY.A,19981215,2359,0.00,,66,33,,,NE,3,,,50,44,,243,0.05,100.0,44.5,
SJ_VALLEY.A,19981216,2359,0.00,,73,40,,,NE,3,,,51,45,,247,0.06,93.1,43.2,
SJ_VALLEY.A,19981217,2359,0.00,,75,37,,,E,3,,,51,45,,246,0.06,95.2,38.4,
SJ_VALLEY.A,19981218,2359,0.00,,58,35,,,NE,5,,,50,45,,209,0.04,100.0,75.0,
SJ_VALLEY.A,19981219,2359,0.00,,53,34,,,N,7,,,50,45,,233,0.07,83.7,47.7,
SJ_VALLEY.A,19981220,2359,0.01,,45,27,,,NE,6,,,46,42,,118,0.03,96.5,66.2,
SJ_VALLEY.A,19981221,2359,0.00,,46,23,,,E,4,,,42,39,,257,0.05,84.9,34.0,
SJ_VALLEY.A,19981222,2359,0.00,,47,21,,,NE,3,,,41,37,,247,0.05,88.5,31.1,
SJ_VALLEY.A,19981223,2359,0.00,,51,17,,,NE,3,,,40,37,,252,0.05,91.0,32.8,
SJ_VALLEY.A,19981224,2359,0.00,,54,20,,,NE,3,,,41,37,,236,0.04,92.9,36.7,
SJ_VALLEY.A,19981225,2359,0.00,,59,26,,,NE,4,,,43,38,,241,0.05,91.2,32.0,
SJ_VALLEY.A,19981226,2359,0.00,,60,27,,,NE,4,,,46,40,,206,0.04,97.6,43.9,
SJ_VALLEY.A,19981227,2359,0.00,,65,29,,,NE,3,,,46,41,,232,0.04,100.0,48.2,
SJ_VALLEY.A,19981228,2359,0.00,,57,28,,,NE,3,,,47,41,,228,0.04,100.0,73.4,
SJ_VALLEY.A,19981229,2359,0.00,,61,33,,,NE,3,,,48,42,,195,0.04,100.0,61.2,
SJ_VALLEY.A,19981230,2359,0.00,,66,32,,,NE,3,,,48,42,,232,0.05,100.0,45.9,
SJ_VALLEY.A,19981231,2359,0.00,,60,39,,,NE,4,,,50,45,,180,0.03,99.5,65.6,
SJ_VALLEY.A,19990101,2359,0.00,,63,30,,,E,3,,,48,42,,259,0.05,100.0,38.3,
SJ_VALLEY.A,19990102,2359,0.00,,66,30,,,NE,3,,,48,41,,247,0.05,96.1,40.3,
SJ_VALLEY.A,19990103,2359,0.00,,69,32,,,NE,3,,,48,41,,246,0.06,86.0,36.6,
SJ_VALLEY.A,19990104,2359,0.00,,68,32,,,E,3,,,48,42,,223,0.04,94.3,38.3,
SJ_VALLEY.A,19990105,2359,0.00,,69,29,,,NE,3,,,48,42,,247,0.06,93.8,31.4,
SJ_VALLEY.A,19990106,2359,0.00,,64,29,,,E,4,,,48,42,,278,0.06,93.3,38.6,
SJ_VALLEY.A,19990107,2359,0.01,,56,29,,,NE,3,,,47,41,,167,0.02,99.3,68.7,
SJ_VALLEY.A,19990108,2359,0.01,,59,30,,,E,4,,,47,42,,260,0.05,100.0,40.7,
SJ_VALLEY.A,19990109,2359,0.02,,67,27,,,NE,3,,,47,40,,264,0.06,91.7,32.1,
SJ_VALLEY.A,19990110,2359,0.00,,72,30,,,E,3,,,47,41,,256,0.06,93.3,28.1,
SJ_VALLEY.A,19990111,2359,0.00,,64,31,,,NE,4,,,47,42,,218,0.05,94.7,43.8,
SJ_VALLEY.A,19990112,2359,0.01,,60,32,,,NE,3,,,48,42,,238,0.04,100.0,59.7,
SJ_VALLEY.A,19990113,2359,0.02,,60,38,,,NE,4,,,,,,189,0.03,100.0,59.3,
SJ_VALLEY.A,19990114,2359,0.04,,65,34,,,NE,3,,,49,43,,207,0.05,100.0,49.0,
SJ_VALLEY.A,19990115,2359,0.07,,68,45,,,NE,4,,,53,47,,214,0.05,98.8,61.2,
SJ_VALLEY.A,19990116,2359,0.00,,59,48,,,NE,4,,,54,51,,120,0.02,100.0,87.1,
SJ_VALLEY.A,19990117,2359,0.00,,65,47,,,NE,5,,,55,50,,234,0.05,100.0,69.1,
SJ_VALLEY.A,19990118,2359,0.37,,58,51,,,NE,3,,,54,52,,91,0.01,100.0,90.5,
SJ_VALLEY.A,19990119,2359,0.70,,62,54,,,NE,4,,,57,53,,132,0.02,100.0,88.3,
SJ_VALLEY.A,19990120,2359,0.26,,60,51,,,E,9,,,55,53,,55,0.01,99.2,76.2,
SJ_VALLEY.A,19990121,2359,0.00,,59,42,,,NE,4,,,54,51,,201,0.04,100.0,65.3,
SJ_VALLEY.A,19990122,2359,0.00,,63,40,,,E,4,,,53,49,,216,0.05,100.0,60.1,
SJ_VALLEY.A,19990123,2359,0.44,,53,41,,,NE,4,,,52,51,,60,0.00,99.9,87.8,
SJ_VALLEY.A,19990124,2359,0.00,,52,32,,,NE,3,,,51,48,,274,0.05,97.9,56.5,
SJ_VALLEY.A,19990125,2359,0.04,,51,40,,,E,4,,,50,48,,104,0.02,99.0,64.3,
SJ_VALLEY.A,19990126,2359,0.33,,51,39,,,NE,6,,,50,48,,175,0.04,96.2,74.0,
SJ_VALLEY.A,19990127,2359,0.00,,57,30,,,NE,3,,,50,46,,299,0.05,100.0,51.8,
SJ_VALLEY.A,19990128,2359,0.00,,63,28,,,S,3,,,48,43,,319,0.06,99.8,39.6,
SJ_VALLEY.A,19990129,2359,0.00,,64,29,,,NE,3,,,48,43,,307,0.06,100.0,37.9,
SJ_VALLEY.A,19990130,2359,0.00,,59,33,,,NE,4,,,48,44,,168,0.04,97.7,48.6,
SJ_VALLEY.A,19990131,2359,0.47,,55,41,,,NE,9,,,50,47,,233,0.06,96.0,68.9,
SJ_VALLEY.A,19990201,2359,0.00,,58,31,,,NE,3,,,49,45,,315,0.06,100.0,60.1,
SJ_VALLEY.A,19990202,2359,0.00,,61,30,,,N,4,,,48,43,,326,0.07,100.0,48.1,
SJ_VALLEY.A,19990203,2359,0.00,,66,35,,,N,3,,,50,44,,322,0.07,96.4,47.0,
SJ_VALLEY.A,19990204,2359,0.00,,55,39,,,NE,3,,,49,46,,99,0.01,97.1,72.6,
SJ_VALLEY.A,19990205,2359,0.00,,57,33,,,NE,4,,,49,44,,292,0.06,100.0,61.3,
SJ_VALLEY.A,19990206,2359,0.20,,55,40,,,NE,4,,,49,46,,82,0.01,100.0,68.5,
SJ_VALLEY.A,19990207,2359,0.45,,60,49,,,E,4,,,52,49,,105,0.01,100.0,92.2,
SJ_VALLEY.A,19990208,2359,0.09,,61,51,,,NE,3,,,53,51,,115,0.01,100.0,90.7,
SJ_VALLEY.A,19990209,2359,0.91,,60,39,,,E,9,,,53,48,,185,0.05,100.0,65.0,
SJ_VALLEY.A,19990210,2359,0.00,,55,32,,,NE,4,,,50,46,,329,0.07,96.6,49.0,
SJ_VALLEY.A,19990211,2359,0.00,,60,29,,,NE,4,,,48,44,,355,0.08,93.9,39.0,
SJ_VALLEY.A,19990212,2359,0.00,,61,31,,,NE,3,,,49,43,,261,0.06,94.1,37.5,
SJ_VALLEY.A,19990213,2359,0.01,,63,34,,,NE,4,,,49,44,,277,0.08,96.6,29.2,
SJ_VALLEY.A,19990214,2359,0.00,,54,39,,,NE,5,,,50,47,,143,0.03,97.9,63.0,
SJ_VALLEY.A,19990215,2359,0.00,,58,33,,,NE,4,,,50,45,,305,0.07,100.0,58.4,
SJ_VALLEY.A,19990216,2359,0.00,,59,42,,,NE,3,,,51,47,,100,0.01,99.5,80.2,
SJ_VALLEY.A,19990217,2359,0.15,,69,47,,,NE,4,,,56,51,,339,0.08,100.0,63.6,
SJ_VALLEY.A,19990218,2359,0.26,,62,45,,,NE,4,,,54,50,,173,0.03,100.0,74.8,
SJ_VALLEY.A,19990219,2359,0.00,,63,39,,,NE,4,,,53,49,,353,0.09,98.2,54.0,
SJ_VALLEY.A,19990220,2359,0.37,,56,37,,,NE,4,,,51,48,,99,0.01,100.0,69.0,
SJ_VALLEY.A,19990221,2359,0.07,,55,39,,,E,5,,,51,48,,256,0.05,98.6,66.4,
SJ_VALLEY.A,19990222,2359,0.00,,63,40,,,NE,3,,,53,49,,363,0.09,95.0,58.7,
SJ_VALLEY.A,19990223,2359,0.00,,66,37,,,NE,3,,,53,47,,396,0.09,100.0,56.2,
SJ_VALLEY.A,19990224,2359,0.00,,61,37,,,NE,5,,,52,47,,308,0.08,100.0,66.6,
SJ_VALLEY.A,19990225,2359,0.15,,59,44,,,NE,5,,,53,50,,281,0.08,98.8,53.4,
SJ_VALLEY.A,19990226,2359,0.00,,60,36,,,NE,4,,,52,47,,390,0.09,100.0,41.1,
SJ_VALLEY.A,19990227,2359,0.00,,71,38,,,NE,3,,,54,47,,402,0.10,97.6,41.6,
SJ_VALLEY.A,19990228,2359,0.00,,70,39,,,NE,4,,,55,48,,373,0.10,100.0,53.4,
SJ_VALLEY.A,19990301,2359,0.01,,67,44,,,NE,4,,,56,52,,298,0.07,100.0,56.8,
SJ_VALLEY.A,19990302,2359,0.00,,70,37,,,NE,5,,,55,49,,424,0.12,100.0,34.1,
SJ_VALLEY.A,19990303,2359,0.30,,58,41,,,NE,4,,,54,51,,183,0.04,100.0,62.6,
SJ_VALLEY.A,19990304,2359,0.00,,59,34,,,NE,4,,,53,47,,436,0.11,92.5,45.4,
SJ_VALLEY.A,19990305,2359,0.00,,58,32,,,NE,3,,,52,45,,311,0.07,100.0,44.4,
SJ_VALLEY.A,19990306,2359,0.00,,54,35,,,NE,5,,,51,47,,257,0.07,97.5,63.1,
SJ_VALLEY.A,19990307,2359,0.00,,57,32,,,E,7,,,51,45,,449,0.12,100.0,56.1,
SJ_VALLEY.A,19990308,2359,0.17,,57,38,,,NE,4,,,51,47,,151,0.03,99.0,54.2,
SJ_VALLEY.A,19990309,2359,0.22,,55,38,,,E,6,,,51,48,,297,0.07,93.6,52.0,
SJ_VALLEY.A,19990310,2359,0.00,,55,32,,,NE,4,,,51,45,,343,0.08,98.9,51.7,
SJ_VALLEY.A,19990311,2359,0.04,,60,37,,,NE,4,,,53,47,,446,0.11,94.0,53.0,
SJ_VALLEY.A,19990312,2359,0.00,,65,33,,,NE,4,,,53,46,,462,0.12,98.7,43.7,
SJ_VALLEY.A,19990313,2359,0.00,,61,35,,,NE,6,,,53,46,,391,0.09,100.0,71.1,
SJ_VALLEY.A,19990314,2359,0.21,,59,38,,,NE,4,,,51,47,,171,0.03,100.0,65.1,
SJ_VALLEY.A,19990315,2359,0.18,,53,41,,,NE,3,,,51,48,,133,0.02,99.9,81.0,
SJ_VALLEY.A,19990316,2359,0.00,,61,48,,,NE,6,,,54,49,,355,0.09,96.2,69.2,
SJ_VALLEY.A,19990317,2359,0.00,,62,42,,,NE,4,,,55,51,,328,0.08,98.4,69.1,
SJ_VALLEY.A,19990318,2359,0.00,,64,46,,,NE,4,,,56,51,,370,0.10,98.2,63.5,
SJ_VALLEY.A,19990319,2359,0.22,,60,45,,,NE,5,,,53,51,,103,0.02,97.2,64.6,
SJ_VALLEY.A,19990320,2359,0.01,,58,38,,,NE,5,,,53,48,,306,0.08,99.9,64.3,
SJ_VALLEY.A,19990321,2359,0.00,,61,39,,,NE,6,,,54,49,,451,0.12,100.0,56.7,
SJ_VALLEY.A,19990322,2359,0.05,,60,39,,,E,6,,,54,49,,423,0.11,98.7,51.8,
SJ_VALLEY.A,19990323,2359,0.09,,59,41,,,E,6,,,55,50,,368,0.09,98.3,61.4,
SJ_VALLEY.A,19990324,1500,0.00,,61,36,,,NE,7,,,,,,321,0.08,97.2,54.4,
SJ_VALLEY.A,19990325,2359,0.02,,65,51,,,NE,6,,,57,52,,334,0.09,98.7,71.0,
SJ_VALLEY.A,19990326,2359,0.00,,64,45,,,E,8,,,,,,571,0.15,98.6,64.1,
SJ_VALLEY.A,19990327,2359,0.00,,62,38,,,E,5,,,57,50,,547,0.14,93.7,50.4,
SJ_VALLEY.A,19990328,2359,0.00,,66,36,,,NE,4,,,56,49,,554,0.14,95.7,30.9,
SJ_VALLEY.A,19990329,2359,0.00,,65,40,,,E,5,,,57,49,,488,0.14,92.5,46.5,
SJ_VALLEY.A,19990330,2359,0.04,,57,42,,,E,7,,,55,50,,472,0.13,91.3,51.5,
SJ_VALLEY.A,19990331,2359,0.12,,55,41,,,E,9,,,54,50,,398,0.11,90.3,57.3,
SJ_VALLEY.A,19990401,2359,0.01,,58,34,,,E,5,,,54,47,,511,0.13,97.3,50.0,
SJ_VALLEY.A,19990402,2359,0.00,,64,33,,,E,6,,,55,47,,557,0.17,99.1,36.9,
SJ_VALLEY.A,19990403,2359,0.03,,55,39,,,E,10,,,51,48,,296,0.10,89.1,47.8,
SJ_VALLEY.A,19990404,2359,0.00,,58,33,,,E,6,,,54,45,,558,0.16,84.0,40.6,
SJ_VALLEY.A,19990405,2359,0.32,,56,39,,,E,4,,,52,49,,229,0.05,97.2,65.0,
SJ_VALLEY.A,19990406,2359,0.00,,54,35,,,SE,5,,,,,,274,0.06,99.6,71.7,
SJ_VALLEY.A,19990407,2359,0.02,,54,35,,,W,6,,,51,47,,190,0.04,100.0,78.3,
SJ_VALLEY.A,19990408,2359,0.43,,52,36,,,W,10,,,51,48,,317,0.09,90.0,61.7,
SJ_VALLEY.A,19990409,2359,0.00,,57,34,,,SW,6,,,53,46,,588,0.15,89.5,46.0,
SJ_VALLEY.A,19990410,2359,0.04,,58,31,,,W,5,,,53,46,,379,0.10,98.4,40.5,
SJ_VALLEY.A,19990411,2359,0.07,,55,43,,,SE,7,,,52,49,,239,0.06,97.9,65.2,
SJ_VALLEY.A,19990412,2359,0.00,,64,39,,,NW,6,,,57,48,,574,0.15,100.0,64.8,
SJ_VALLEY.A,19990413,2359,0.00,,68,45,,,NW,4,,,59,52,,490,0.13,100.0,65.3,
SJ_VALLEY.A,19990414,2359,0.00,,81,41,,,E,3,,,60,50,,598,0.19,100.0,37.3,
SJ_VALLEY.A,19990415,2359,0.00,,84,44,,,SE,4,,,62,54,,565,0.20,98.9,37.8,
SJ_VALLEY.A,19990416,2359,0.00,,90,48,,,W,5,,,63,55,,563,0.21,96.7,30.0,
SJ_VALLEY.A,19990417,2359,0.00,,82,45,,,NW,5,,,63,54,,593,0.21,95.9,28.3,
SJ_VALLEY.A,19990418,2359,0.00,,80,44,,,NW,3,,,63,54,,594,0.19,97.6,43.1,
SJ_VALLEY.A,19990419,2359,0.00,,76,47,,,SE,4,,,64,55,,594,0.18,98.9,42.0,
SJ_VALLEY.A,19990420,2359,0.00,,65,43,,,W,6,,,62,55,,570,0.17,97.2,62.8,
SJ_VALLEY.A,19990421,2359,0.00,,65,40,,,SW,7,,,61,53,,598,0.18,98.8,50.4,
SJ_VALLEY.A,19990422,2359,0.00,,74,49,,,NW,9,,,61,55,,549,0.22,91.2,27.6,
SJ_VALLEY.A,19990423,2359,0.00,,76,46,,,W,6,,,62,53,,611,0.23,92.3,29.9,
SJ_VALLEY.A,19990424,2359,0.02,,62,43,,,W,8,,,61,54,,512,0.15,98.1,75.7,
SJ_VALLEY.A,19990425,2359,0.00,,62,45,,,W,6,,,61,56,,466,0.13,97.6,71.9,
SJ_VALLEY.A,19990426,2359,0.00,,68,43,,,NW,4,,,63,55,,514,0.16,96.6,62.0,
SJ_VALLEY.A,19990427,2359,0.02,,60,38,,,W,7,,,58,53,,632,0.18,97.4,53.6,
SJ_VALLEY.A,19990428,1500,0.00,,67,36,,,W,9,,,,,,557,0.19,93.4,40.0,
SJ_VALLEY.A,19990429,2359,0.00,,67,37,,,SW,7,,,59,51,,642,0.21,97.5,41.4,
